id,description,rank_score
zswljlytlbtb," gameday format  :  3 teams of six players 6v6 on field to begin rotate new team every 10 minutes other details  :  pug goals amp  ;  soccer pinnies  (  colored vests  )  will be provided . bring soccer cleats  (  chin guards optional  )  amp  ;  plenty of water . we will play regardless of weather  !  and by weather  ,  i mean rain  !   :   )  ",0.832
wplrhnywkbfc," the next extraordinary sound healing training workshop  :  the most effective vocal toning exercises for sound healing success  !  july 23rd  ,  1 6 pm for only 75 in advance for the first 10 participants to enroll  ,  or 90 after 10 are enrolled  ,  or at the door  ,  if not sold out . take just this class for fun amp  ;  enlightenment  ,  or  ,  enroll in the whole 8 class  ,  five hour  ,  sound healers training series  ,  and receive the 8th class for free  ,  and  ,  a sound healer certificate of completion  !  classes held every other sunday  ,  through 2017 . for more info on upcoming class topics amp  ;  dates  ,  private sessions  ,  diagnostic analysis  ,  products  ,  testimonials and free video links  ,  please visit  :   (  events page  )  the sound therapy center of los angeles . our next sound healing la meetup and open house will be on both thursday  ,  july 20th amp  ;  august 17th at 7 pm in west hollywood  ,  90046 if you are interested in attending this informative and empowering meetup you must rsvp by phone to  :  masked to hold your space  ,  and obtain our address and a parking pass . there is limited space available in this unique group  ,  so if you are truly interested in sound healing  ,  toning  ,  and a live demonstration of regenerative sound  ,  please call in asap to rsvp  ,  and with any questions you may have . the cost is only 10  ,  which is a one time membership fee for your membership in sound healing la . you may also use this fee toward any of our upcoming sunday sound healing workshops  ,  making all the monthly  ,  thursday open house events free  !  visit the events page at and scroll down to the payment button and click on the drop down menu and select the 10 membership fee  ,  and or the workshop tuition . blessings  !  wayne perry  ,  cst ",0.046
wsztflytpbtb, welcome to tennis game . please any question call or text masked mike. ,0.75
cpxkpmywfbgc," join us for an epic new yoga class starting your day intentionally and have a remarkable day  !  mind body spirit arrive at 9  :  15am for 9  :  30am class bring a mat amp  ;  a friend and the join us after class for a healthy breakfast shake  ,  meet a new friend  ,  and launch into your best day ever  !  ",0.556
mbbbcmywqbmb," hi . if you are using the meetup mobile app on your phone  ,  look down a few lines below and tap the red colored read more to expand the description . tap this if you are using a computer or laptop notebook  ,  then you should be fine . okay  ,  everybody should now be able to see the full description on their screen . reminder for everyone  :  if meetup sends too many emails  ,  then look at the bottom of their email and click unsubscribe or manage your settings or account page . recommended for anyone new to this group or volunteering for the first time  :  this is a 4 day event with different shifts times  ,  so feel free to choose when to participate . thursday night setup friday night assemble kits saturday morning assemble kits saturday afternoon distribute kits sunday distribute kits the giving spirit provides aid to these vulnerable and fragile lives by assembling and personally distributing survival kits to the children  ,  women and families living on the streets of los angeles . these kits contain over 70 individual items providing sustenance to the homeless in their time of need . our efforts have personally and positively impacted the lives of our volunteers and our homeless friends from skid row to santa monica . the giving spirit is an all volunteer  ,  los angeles based non profit organization that unites volunteers to reach out to local individuals and families who are homeless . twice a year volunteers gather to assemble survival kits filled with daily necessities . the kits are specifically designed to help people experiencing homelessness survive their harsh realities . volunteers have the unique opportunity to distribute the kits directly and reach out to those who need them most . by extending their hands  ,  the volunteers offer help  ,  hope  ,  kindness and compassion to those in need . this event has become pretty popular in recent years  ,  so it may seem crowded  ,  but they welcome new volunteers  ,  and usually try to get everyone involved . on friday night  ,  they put together small kits bags containers of various goodies and also set up the assembly line . on saturday morning  ,  they fill duffle bags backpacks with various items . many people help with their assembly line  ,  so they recommend being patient and wearing comfortable shoes because standing in line may occur . on saturday and sunday late morning early afternoon  ,  for outreach  ,  people pick up finished backpacks duffle bags and give them to people on the streets  ,  parks  ,  bridges underpasses  ,  shelters  ,  etc . they have a list of shelters agencies of where to go distribute the backpacks duffle bags . volunteers are also welcome to find homeless individuals in other areas  (  downtown la  ,  skid row  ,  hollywood  ,  santa monica  ,  venice beach  ,  san fernando valley  ,  south central la  ,  long beach  ,  or anywhere else . if anyone is unsure where to find homeless people  ,  this may help something unique about the giving spirit is that their outreach is  n't just about giving out their duffle bags backpacks . they also encourage volunteers to talk with  (  and listen  )  to the people they come in contact with . going out to distribute is completely optional voluntary . if anyone does  n't feel comfortable approaching a person on the street or elsewhere  ,  that  's totally fine . help is needed inside the church building in brentwood with the backpacks duffle bags . check the photos  (  links are in the next section  )  to see what this event is about . if anyone wants to help with distributing  (  but does  n't want to go alone  )   ,  they sometimes have small groups go to designated shelters or missions  ,  and volunteers help carry pass out the items . if anyone is  n't afraid scared of going to people on the streets  (  parks  ,  bridges  ,  freeway underpasses  ,  sidewalks  ,  etc.  )   ,  but does  n't want to go alone  ,  check with a project leader at the giving spirit and maybe they can find someone you can ride with . photos  :  videos  :  more info  :  to help  ,  sign up at free parking is available in the comerica bank parking lot  ,  upper level on friday and saturday. 12001 san vicente blvd  ,  los angeles  ,  90049 . the lot is directly across from brentwood presbyterian church 12000 san vicente blvd  ,  los angeles  ,  90049 . additional parking is also available on gretna green way thursday saturday . the church on san vicente blvd looks like this  :  street parking in this area is limited  ,  so they recommend parking at comerica bank  ,  which technically is across the street  ,  but the parking lot entrance is off a small side street called s saltair ave  (  from san vicente blvd  )  . on saltair ave  ,  go past the underground parking structure to their upper parking lot. ",0.046
202345002," this class will meet for four sessions  ,  you are paying for all of them  :  class 1 on tuesday  ,  sept 16  ,  6  :  30pm 9pm introduction to html . what is it  ?  why does it matter  ?  we  'll step through the basic history of html  ,  including how it interacts with the browser and why that matters . then we  'll discuss the layout of an html page  ,  including html  ,  body  ,  head and nesting . finally  ,  we  'll go through many of the basic html elements . you  'll begin to make a personal portfolio page with html elements . class 2 on thursday  ,  sept 18  ,  6  :  30pm 9pm introduction to css . colors  ?  styles  ?  what  ?  it  's all true . and you thought we are going to make you live your life in black and white . we  'll go through most of the css styles  ,  including font changes  ,  layout  ,  size  ,  and color . you will show how to connect them to html selectors to bring color and style to your portfolio page . class 3 on tuesday  ,  sept 23  ,  6  :  30pm 9pm digging deeper into html and how it work with css . we  'll learn about some more html elements and learn how to include id and class selectors in our css . you  'll start customizing your portfolio with all sorts of goodies and personal style . class 4 on thursday  ,  sept 25  ,  6  :  30pm 9pm box model  ?  floating  ?  columns  ?  what is this sorcery  ?  now that you  've got the basics of css and html down  ,  we  'll take it to the next level and get you started down the path of being a pro . you  'll add columns  ,  footers and headers to your portfolio page . technical requirements  :  your laptop and charger . wifi amp  ;  power strips will be provided . i f you do not already have google chrome or firefox  ,  install it before class . we will be using sublime text 2  (   )  in class . if you are unable to procure a laptop but still want to attend  ,  please contact irina or natalie . questions  ?  we  're here to help  !  if you have additional questions or would like to talk further before signing up for a class  ,  please contact irina or heather . note  :  if we have less than 5 people signed up for this class up to a week before the starting date  ,  it will be postponed for a later date. ",0.81
dskpvdytpbcb," please do not rsvp here . rsvp directly to the long beach pagan meetup group meetup at  :  unitarian universalist pagans gather after service on sunday mornings . meet and greet  ,  plan sabbats  ,  socialize and network . all are welcome . no need to be a member . come on out and meet the uu pagans . second services is at 11  :  00 am . nature  's path gathers after the service is finished . usually around 12  :  30 pm in room five or on the picnic tables on the grounds if the whether is nice. ",0.05
245240835," drum  ,  flute  ,  voice  ,  toning and music fest.. . join in and drum out the old releasing old limits and open to more of your full potential . drum  ,  chant  ,  walk the shaman wheel of wisdom tune in and bring new possibilities into your life . the past eclipse cycle  ,  recent full moon and upcoming winter solstice all open up many new paths and opportunities . tune into yours . we begin with a shaman cacao ceremony an opening to the spirit of cacao and an ancient tribal practice . cacao is a warming  ,  heart opening sip of a medicine plant that guides you easily into slipping into your vision . ceremonial cacao is prepared by shaman in a traditional way that retains all of its healing properties . align your new insights with your own rhythms and drum it in . align with earth mother and the cosmic mother.... with sounds  ,  bells  ,  bowls and drums . a shamanic knowing circle  (  sacred hoop or unified field  )  holds all wisdom and organizes it a pattern that is useful for self discovery . create a map you can use to listen to your own wisdom . what  's new for you  ?  how best can you approach it  ?  what  's the path  ?  all of this and more is revealed in the medicine wheel shaman practice . walk the wheel  ,  tune in and retrieve your own answers . toning that follows inspiration  ,  leads us into chant and song . the voice  ,  rhythm and tones that come through us are healing and opening us all up to our most authentic selves . it is this  'self' that leads you quickly into your potential . your voice engages all of you awakening new insights . find the tones and sounds that come most naturally to you and you  'll find an inner peace and joy . sounding is both free form and chants and songs that hold a magic of their own . do  n't worry about 'carrying a tune' you have a song in your heart... sing that  !   !  the myan  's say .flowers are the gods smiles to us .and that our songs . are our smiles back to the gods . send love and gratitude out and to mother earth through your voice and heart . we use the shaman drum beat to journey within on a guided quest for power and insights . the shaman medicine wheel showed you a path  :  now walk it and test it out . from the heart center explore an alternate reality using the compass within to orient towards new beginnings and changes... perhaps something new or different . exploring potential and insights opens up 'the thin places' and jump starts our new beginning . one big idea changes everything  :  journey for it . welcome in the new you with flute  ,  rattles  ,  drum and signing bowls . set the new feelings and insights with the right heart sounds and drum beats . a soul sound bath closes the day allowing you to align with your most essential self  ,  earth mother and the star nations integrating insights and rhythms . hear the sound of your soul self calling you home . bring your drums  ,  bowls  ,  flutes and rattles  (  anything including a favorite song  ,  chant  ,  didj or banjo or guitar  )  and we  'll explore the rhythms that heal and bring inner balance... . drumming and music heal and align our nature with mamma nature and open up possibilities and inspiration . the suggested donation is 25 but give what you can. 5 is the price of the imported cacao ingredients and is included in your donation . after drumming we  'll share in a potluck feast . please bring a favorite dish  ,  fruit or something special . drums come from many cultures bring yours or share ours . from the native hand drum  ,  to celtic and irish  ,  african and middle eastern drums.... and flutes from many lands as well . we  'll 'pass the song and all follow the rhythms  ,  and be back up for others . many of our group are artists and creative bring your crafts and art work to sell and you may find a special gift for yourself or others . now is the time to find balance and harmony  :  the solstices and equinoxes are the four cross over points in the year  's solar cycle . they mark the mid point of each season changing into the next . all cultures acknowledge the shifting seasons with special holidays . the earth  's native spiritual practices understand how to take full advantage of aligning with the special energies of these potent times through the drum and rhythm . take a journey of the heart and explore your inner realms... find the right direction  ,  powers and guides to join you and make the journey easier . the ancient wisdom schools also hold their rites of passage and initiations during these windows of clarity . if you want changes prepare now catch the power of the season and a new quality of life as we cycle through the seasons . use this time wisely . offer prayers and drumming and music to life  's forces and special musical offerings to benefit family  ,  friends and earth mother . it all begins within you . only when you are in balance is your life healthy  ,  richly abundant and your relationships rewarding . if that is not your experience it can be . one insight or new choice  :  changes everything . share and pass the song between the drums  ,  flutes and voice listen and align with your ancestors you may find a new rhythm or beat in this way find your balance in the season with an open heart and mind . if you are frustrated with your current health  ,  relationships  ,  bank account or business results then journey through sound with a medicine ancestor or guide or power totem to find methods to break limiting habits and transform your future . come experience some of the practices that quickly turn discord into harmony . your relationship with you is the mirror image the world reflects back and you experience . if you  'd like more joy and happiness... feel it and become it and it will soon show up  !   !  how  ?  you find more of what you are and seek.. . time  :  2  :  30 pm to 6 p.m . please arrive early  (  2  :  30 p.m.  )  and settle in be a part of forming the circle and setting the drumming circle . bring pot luck favorite recipe or food to share . bring a drum  ,  singing bowl  ,  rattle  ,  didj or flute or music of any kind  (  we have lots to share too  )  . workshop  :  25  (  and includes the cacao ceremony  )  the drum and flute circle repeats on the 2nd saturday of the month please mark your calendar and come join in the fun . following the solar season  's aligns you with the power within the great mystery.  (  link below with history and ancient practices.  )  for an overview of shaman wisdom  :  the sun seasons  :  solstice and equinox driving time or distance  :  from the 101 and the 405 it is 48 miles . from zuma beach in malibu it is 25 miles . location  :  the south end of victoria avenue in oxnard... at the silver strand beach . the address is not 150 the specific address and directions will be sent to you when you sign up. ",0.32
wjjckmywcbmc," salsa 2 for experienced salsa dancers . in this 8 week series you  'll develop new lead and follow patterns and techniques with total focus on details . we keep it small so that danny amp  ;  nicole can rotate in and dance with every student  !  class will fill . register early  !  status  :  male side full . space for females . cap on of students  :  12  (  6 male  ,  6 female  )  time  :  sundays 5  :  15 7  :  15pm dates  :  1 15 2017 3 12 2017  (  no class 2 26  )  price  :  320  (  16 total hours. 20 hr  )  registration  :  8 week program . will fill . register early . to register visit  :  ",0.056
ndgvnlywlbjb," join me every sunday morning for a morning of fitness and fun starts with a warmup of dodgeball  (  also a stretch group if thats not for you  )  then.. . we break off into smaller groups  :  circuits in the sand  (  upper and lower body  ,  and core  )  for all levels afterwards  ,  we all head back to the nutrition center for post recovery shakes and hang with other fun  ,  fitness minded new friends  !  this class is cross promoted with several groups and programs . sunday morning is a massive group although we break up into smaller groups so you are able to get a great workout and meet new friends  !  ",0.88
215990902," join us for a fun filled mixer at vaucluse  !  live music til 10pm amp  ;  dj 10pm til close  !  other groups will join us  !  welcome to vaucluse lounge . west hollywood s best bar for fine cocktails and sensational food in the former home of the legendary charlie chaplin with one of the best happy hours in hollywood . enjoy cosying up by the fire  ,  or lounge out on the patio . located at 8210 w sunset blvd in what used to be charlie chaplin s house  ,  the venue was used as a speakeasy during the prohibition era . secret tunnels connect the lounge underground to some of hollywood s most notorious hotels . the history of the venue is amazing . rockers from rod stewart  ,  the rolling stones and janis joplin are all part of the story . our signature cocktails are aimed to please using the season s freshest ingredients . our team of mixologists are continually developing concoctions to satisfy the bold palette and the traditional aficionado . vaucluse lounge is thrilled to have been nominated as one of the best new cocktail bars in la by timeout magazine . vaucluse is the perfect place to come out and relax and have a drink  ,  while mingling and getting to know new people  !  its okay to come by yourself you won t be by yourself for very long  !  food and drink is at your own expense . friday  ,  november 21  ,  2014 from 8  :  00 pm midnight if you have any questions about the venue or this event  ,  please call cross town professionals at  :  masked where  :  vaucluse 8210 sunset blvd  ,  west hollywood  ,  ca 90046 parking  :  street parking  ,  some lots nearby. ",0.99
htdcslyvgbgb," daily dose of drawing is back  !   !   !   !   !  every monday 5 7pm different themes each week  !  monday  ,  april 4th  ,  2016 hilo hattie girl with amanda ren e achen time  :  5pm to 7pm cost  :  by donation  (  suggested 10 15  )  at the daily dose cafe 1820 industrial st 104 los angeles  ,  ca 90021  (  213  )  masked cross streets alameda amp  ;  mateo free street parking or 5 parking lot across street walk down the cute little brick walkway . first open door is the drawing room amp  ;  gallery . walk a few steps more and you are at the little cafe with amazing coffee and other drinks  ,  food amp  ;  delicious treats . cafe stops serving at 6pm . every monday 5  :  00 7  :  00pm mark your calendars april 11th rachel in spring break april 18th amina in maleficent pin up april 25th aryiel in peacock showgirl may 2nd catherine in warrior princess may 9th margaret in lingerie zombie may 16th jennifer in gatsby girl remember you can tag your pictures amp  ;  drawings with and we will feature your art  !  ",0.046
226251580," the los angeles doctors symphony orchestra presents their season opening concert an afternoon at the opera highlighting the greatest hits of opera . the concert features rising star coloraturo soprano emma grace dunbar . the program will include favorite arias and overtures by bizet  ,  puccini  ,  verdi  ,  rossini and many more . after the concert we will have one of our famous meet amp  ;  greets at rush street . free parking onsite . no ticket necessary for this free concert . ages 18 and up . attire  :   ,  sport coat optional . it  's ok to come by yourself  ,  you wo  n't be by yourself for long . emma grace dunbar has performed with opera companies across the united states including the san diego opera  ,  utah festival opera  ,  and ash lawn opera . she was the gwendolyn roberts young artist of the year as part of the national association of teachers singing competition . she earned a masters degree from the university of southern california  's thornton school of music . the los angeles doctors symphony orchestra  ,  led by dr . ivan shulman  ,  is one of the oldest community orchestras in the united states . founded in 1953 by dr . reuben strauss with 35 doctors  ,  dentists  ,  veterinarians  ,  nurses  ,  and allied health care professionals . the orchestra s mission is to offer high quality  ,  affordable concerts to the diverse communities of southern california . meet amp  ;  greet after party whether you are new to los angeles or been here a while  ,  you will make new friends as well as see familiar faces at the post concert meet amp  ;  greet at rush street  ,  the most awesome est place west of the 405  !  rush street is a short drive from the auditorium and located at 9546 washington boulevard  ,  culver city  ,  ca . to attend the party . ",0.984
dtrdkkywlbkc," address  :  1600 ivar ave  ,  los angeles  ,  ca 90028phone  :  lt  ;  a gt  ;   (  323  )  masked lt  ;  a gt  ;  prices  :  hours  :  mondayclosedtuesdayclosedwednesdayclosedthursdayclosedfridayclosedsaturdayclosedsunday8  :  00 am 1  :  00 pmreviews4.6 lt  ;  a gt  ;  19 google reviews lt  ;  a gt  ;  sunday outdoor market boasts local  ,  organic produce amp  ;  fare  ,  plus regular live music amp  ;  street eats . google listen folks  ,  i can not be at all these locations  ,  but  ,  i want all of you to have this information in case you can benefit . feel free to meetup with others in the group also . elyon w your organizer the nutrition watchman ",0.04
xmtdpyrjbxb," adults  ,  ages 16 of all levels are invited to explore and learn bollywood dance  ,  focusing on basic techniques from classical indian and popular styles including kathak  ,  bhangra  ,  and of course the highly energetic and beautiful bollywood style . students will learn a new dance style  's fundamentals  ,  while learning choreography to the best music from the hindi film industry . industry leader and teacher of la  's longest running bollywood dance classes  ,  achinta s . mcdaniel instructs this great  ,  fun dance class that happens to be a great workout for all levels  !  ",0.324
237563523," come join us for a day shopping and fun . jewelry  ,  clothing  ,  handbags  ,  journals  ,  sunglasses  ,  cosmetics  ,  and more . appetizers and drinks will be served private location in bellflower . address with rsvp . call masked mention mink socialite ",0.052
90461352," at 7 pm  ,  but leave at 7  :  15 pm . meet in front of the ranger station . parking is in the free parking lot . we  'll go on a 4 6 miles rt 800 feet elevation gain hike . hike will be approx 2 2 1 2 hours . bring water  ,  sweater since we  'll be hiking in the dark  ,  shoes with good traction . meet by lights near building . ranger station is by merry go round . there  's a stop sign where it is . the mapquest directions may take you too far . hike is  n't recommended for beginners or people out of shape . we  're hiking to the same place this cool video was filmed  :  ",0.906
mdtmvlyvlbxb," faq q  :  what is the address  ?  a  :  please read the description . note  :  this event may sometimes be rescheduled canceled  ,  so please check their facebook event page to confirm  :  for any first timers who are new to this  ,  check out  :  this is another burrito project . they used to meet on the second amp  ;  last thursday of each month  ,  but may have changed to every 2 weeks . please check their fb event page to confirm . redundant reiteration  :  the new host coordinator has a busy schedule and sometimes changes the date  ,  so regardless of what is automatically posted here on meetup  ,  please check amp  ;  confirm the date on their fb page volunteers help prepare and make burritos to be distributed for people living on the streets of la . more info details are on their fb page even if you do  n't have a fb account  ,  their event page should be public and accessible to anyone  ,  so check their fb event for more info details  ,  such as the address  ,  date  ,  start time  ,  and parking info . if the location is 2131 echo park ave  ,  the host coordinator does  n't want volunteers to enter the front door  (  because her pets may run outside  )   ,  so she prefers volunteers walk around to the back  ,  through an alley  ,  and look for a brown fence door . refer to these photos  :  volunteers help with assembling the burritos . after making approximately 200 burritos  ,  in small groups  ,  they drive around the area to designated locations to drop off the food and water to people living on sidewalks and at underpasses bridges . other volunteers  (  outside of meetup  )  also help and it may seem crowded  ,  but they try to get everyone involved . some volunteers just stay for the burrito assembling . if anyone wants to stay for distributing the food and water  ,  they  (  usually aubrie  )  will give further instructions and arrange carpooling . the following should help describe and illustrate what the event is  :  photos  :  video  :  ",0.696
243966780," for more events . chuckie ages  :  21 doors open  :  10  :  00 pm address  :  618 south spring street  ,  los angeles  ,  ca 90014 parking  :  lots between 4th amp  ;  7th on spring street dress code  :  upscale casual . no sandals or flip flops  ,  shorts  ,  ratty or baggy jeans  ,  baseball hats or beanies  ,  white t shirts  ,  tanks sleeveless shirts  ,  hooded sweatshirts  ,  jerseys or clothing with sports logos . dress tennis shoes and jeans are ok . management reserves the right to make all final dress code decisions amp  ;  can refuse entry for any reason . here are some pictures from our past meetups  :   )  ",0.054
223908462," who does  n't love karaoke  ?   !  join me and the crew for love  ,  music  ,  and drinks at k towns most popular spot brass monkey . check out the site for a menu and other details the train station is close by if you do  n't feel like driving . unleash your monkey  !  see you there  !  ",0.6
qbvdgkyslbbc," please note that an rsvp on this posting is not a guarantee of class availability . please contact the green man directly masked to rsvp . beginning tarot  ;  opening the door  ,  opening perspective with elysia  ,  the naughty faery wed aug 6 sep 17  ,  masked  :  30 9  :  30pm 23 per class  ;  3 discount for cash  ,  108 for entire series if paid by first class . this is a 7 week class exploring basic tarot  ,  the cards  ,  their meanings . we ll go from how to choose the right deck for you through how to decipher a basic tarot spread  ,  all the way through approaching readings from an intuitive point of view as well as a practical point of view . there will be thrown in some down all are welcome  !  week one  :  intro  ;  tarot decks amp  ;  the first stages of the major arcana week two  :  continuing the major arcana week three  :  exploring cups week four  :  navigating through swords week five  :  taking up wands staves week six  :  pushing forward with shields disks coins week seven  :  putting everything together and seeing the big picture . the green man 5712 lankershim blvd north hollywood ca 91601 north of the 101 134 fwys east of the 170  ,  off at burbank just north of the red line orange line north hollywood stations  (  approx 5 min walk north from station  )   (  818  )  masked ",0.05
189718142," meet out front at 6  :  45 7 pm . will have meetup sign . second meeting spot in front of gorilla exhibit at 8  :  30 pm . will have meetup sign . third meeting spot at 9  :  30 pm by band area near elephants . july 25 and august 22  (  friday  )   ,  7 10 p.m . a different kind of wildlife takes over the los angeles zoo and botanical gardens during roaring nights  ,  a nighttime concert series that will feature indie bands  ,  full bars and favorite l . a. food truck dining plus pop up zookeeper talks  ,  animal encounters and a dj dance party . due to last year s overwhelming success  ,  the l . a . zoo will host three roaring nights concert evenings for guests 18 years and older . indie bands  ,  dance parties  ,  popular local food trucks and full bars set the scene for a fun time amongst zoo animals and gardens . roaring nights dates for 2014 are fridays june 27  ,  july 25 and august 22 from 7 p.m. through 10 p.m . roaring nights concert goers will be able to visit several zoo exhibits including the new rainforest of the americas  ,  elephants of asia  ,  campo gorilla reserve  ,  muriel s ranch petting zoo  ,  the tom mankiewicz conservation carousel  ,  as well as select areas of the zoo . admission to roaring nights is limited to guests 18 years and older . valid i . d. is required. 18 per person  ;  free parking available. or ",0.954
dhnlxcyqjblc," 6  :  30pm  :  fundamentals class  (  12  )  7  :  30pm  :  practice beginners and newbies welcome  !  we have classes every thursday evening in pasadena . what is medical qigong  ?  medical qigong are holistic exercises  (  body mind spirit  )  that have been developed  ,  refined and practiced in china for thousands of years . they are used for whole body wellness  ,  disease prevention  ,  longevity  ,  healthy aging and self healing . the exercises are simple  ,  easy to learn  ,  and gentle on the body . they can aid the body s healing process  ,  strengthen the immune system  ,  calm the mind and balance the emotions . most people can practice qigong regardless of age or physical fitness . location  :  this class is in pasadena  ,  at my pasadena office. 96 w villa street  ,  pasadena  ,  ca 91103 . plenty of street arking in front of the house . look for a green house with white picket fence . there  's a sign for oriental medicine and acupuncture ",0.62
jlhgjlywmbpb," join us for our weekly meet up on the west side in mar vista . the gathering includes 30 minutes of meditation practice followed by group discussion and socializing . we also do different activities that change week to week which include yoga  ,  art making and other forms of expression . meditation instructions will be given to those who are new to meditation or need a refresher . in mindfulness one is not only restful and happy  ,  but alert and awake . meditation is not evasion  ;  it is a serene encounter with reality . note  :  our gatherings have 30 attendees on a weekly basis . most do not rsvp via meetup . breath is the bridge which connects life to consciousness  ,  which unites your body to your thoughts . whenever your mind becomes scattered  ,  use your breath as the means to take hold of your mind again . th ch nh t h nh  ,  the miracle of mindfulness  :  an introduction to the practice of meditation ",0.344
dkpmldysqbbc," we  're walkin' and talkin' on saturday as always  !  we will meet at the corner of broadway and ocean by 10  :  30 and will not wait for latecomers more than 5 minutes so be sure to get there on time  !  if you  're the chronically late type  ,  tell yourself you have to be there at 10  :  15  !  parking  :  there are three 90 minute free parking lots along 2nd st  ,  one at the mall  ,  another between santa monica amp  ;  arizona  ,  and a third between arizona amp  ;  wilshire . after 90 minutes  ,  it  's 1 for the next hour and more after that . you can also search for street parking but you  'll have to walk a ways if you do  n't want to feed a meter . there  's a parking map at the following link and the lots i referred to above are s8  ,  s4 and s2 on the map  :  join us  !  beth ",0.726
mwghrmywlbmc," hi . if you are using the meetup mobile app on your phone  ,  look down a few lines below and tap the red colored read more to expand the description . tap this if you are using a computer or laptop notebook  ,  then you should be fine . okay  ,  everybody should now be able to see the full description on their screen . reminder for everyone  :  if meetup sends too many emails  ,  then look at the bottom of their email and click unsubscribe or manage your settings or account page . recommended for anyone new to this group or volunteering for the first time  :  st . paul  's united methodist church has an outreach ministry called project  :  needs . on the first and third thursday of each month  ,  they have a food pantry that distributes groceries to families and homeless people twice a month . the food distribution is on thursdays  ,  but they prepare the food pantry on certain tuesday nights  (  6  :  00 7  :  00pm  )  . my guess is tasks involve food sorting  ,  re stocking items  ,  discarding old expired items  ,  going through donations  ,  light cleaning  ,  etc . if interested in helping  ,  contact mary bartel via masked she can tell you more  (  what the tasks are  ,  when to arrive  ,  where to park  ,  where to go  ,  etc.  )  . more info is at even though this is at a church and other volunteers might be church members  ,  they seem friendly and welcome anyone who wants to help...so being religious or christian is not required . in addition to the food pantry prep on tuesday nights  ,  they also provide a dinner to people in the community from 6  :  00 7  :  00pm . mary said they usually have enough volunteers from 5  :  00 7  :  00pm  ,  but if anyone wants to help substitute whenever they need someone  ,  feel free to check with her via masked food is provided . my guess is volunteers help with setting up  ,  serving food  ,  and light cleaning . based on google maps  ,  the church has a small parking lot and street parking seems available . if this location is not geographically convenient for you or your schedule . other cities throughout socal have food distributions that might need volunteers . some food distributions occur on weekday mornings . a few occur on weekday afternoons or evenings . while some occur on weekends . so there  's a chance you can find one that is near you and fits your availability . orange county greater los angeles southern california ",0.038
7996877," we are hosting lifedrawing and painting workshops monday and wednesday evenings from 7 to 10 pm . monday nights are twenty five minute poses for uninstructed drawing  ,  wednesday nights are one long pose for uninstructed painting . we are located at 4451 and 3 4 kingswell ave  ,  at the northeast corner of kingswell and hillhurst in the heart of los feliz village . there  's a long driveway and we  're all the way at the back  ,  through a little courtyard to a door with art studio painted on it. ",0.73
dhkcldyrgbqb," join us at cravelab for a free jellyla members day for coworking  ,  networking  ,  and of course scheming  !  grab a seat at one of our large common area tables alongside other entrepreneurs  ,  freelancers  ,  graphic designers  ,  programmers  ,  and any other creative minds that happen to stop by . about cravelab  :  we are a few entrepreneurs and designers who expanded our current office into a collaborative space office to provide a working space for others like us  ,  including start ups and organizations . we aim to have an active community who thrive to network with others like ourselves and sometimes find the need to collaborate  ,  share with  ,  and support one another in this new age of the mobile office . our collaborative spaces and micro offices are most ideal for individuals or teams who feel confined or distracted working from their homes and simply need a desk away from home without any long term lease commitments and office management headaches or fees . we aim to be a professional but energetic and fun environment where you can cost effectively hold a small meeting or hash out a group work session . check us out at www.cravelab.com and like us on facebook  (  facebook.com thecravelab  )   !  yelp or foursquare us as well  :   )  location  :  cravelab is conveniently located in downtown  ,  los angeles at the corner of 2nd and figueroa at the promenade towers. 123 s . figueroa st . suite 140 los angeles  ,  ca 90012 phone  :   (  248  )  masked meetup hours  :  7am 7pm what to bring  :  laptop business cards headphones what we offer  :  free wi fi large common area tables print copy scan fax large whiteboards private desks  (  w cravelab private desk membership  )  meeting rooms available parking  :  we validate for parking in the promenade tower parking structure attached to the building . parking is also available for 4.50 day at the corner of 2nd street and beaudry . metered street parking is available around the block  ;  these parking meters do accept credit cards and expire at 6pm . they  're 1.00 to 1.50 hour max 4 hours at a time . public transportation  :  cravelab is accessible by metro and bus . we are only a few short blocks away from the civic center metro station . the station is located on hill street between 1st and temple streets in the civic center area of downtown los angeles . it is served by the red line and purple line trains . for those taking the bus  ,  we are on dash downtown route a . stop at figueroa amp  ;  2nd street  (  stop 6185  )  . ",0.624
qdcwgdyrkbpb," pch club is going down tonight so plan ahead . see performances  ,  birthday  ,  homecoming  ,  farewell celebrations...but most importantly come and join us in our bachata amp  ;  salsa classes. 8pm open level smooth dominican bachata by arden amp  ;  erika 8pm beginner level bachata by alex amp  ;  leilani 9pm club style salsa by arden amp  ;  erika 9pm advanced salsa by alex amp  ;  sarah followed by the your hottest dj astro mixing it live  !   !   !  with asdruval alarcon . cover charge for classes and club is 10 . free parking ",0.04
